,,deaths
Montezuma County,week 21,21
Montezuma County,week 22,21
Montezuma County,week 23,21
Montezuma County,week 24,21
Montezuma County,week 25,21
Montezuma County,week 26,22
Montezuma County,week 27,28
Montezuma County,week 28,28
Montezuma County,week 29,28
Montezuma County,week 30,34
Montezuma County,week 31,35
Montezuma County,week 32,35
Montezuma County,week 33,35
Montezuma County,week 34,35
Montezuma County,week 35,5
Montrose County,week 1,0
Montrose County,week 2,0
Montrose County,week 3,0
Montrose County,week 4,0
Montrose County,week 5,0
Montrose County,week 6,0
Montrose County,week 7,0
Montrose County,week 8,0
Montrose County,week 9,0
Montrose County,week 10,0
Montrose County,week 11,8
Montrose County,week 12,26
Montrose County,week 13,52
Montrose County,week 14,66
Montrose County,week 15,77
Montrose County,week 16,77
Montrose County,week 17,77
Montrose County,week 18,83
Montrose County,week 19,84
Montrose County,week 20,84
Montrose County,week 21,84
Montrose County,week 22,84
Montrose County,week 23,84
Montrose County,week 24,84
Montrose County,week 25,84
Montrose County,week 26,84
Montrose County,week 27,91
Montrose County,week 28,91
Montrose County,week 29,91
Montrose County,week 30,91
Montrose County,week 31,91
Montrose County,week 32,91
Montrose County,week 33,91
Montrose County,week 34,91
Montrose County,week 35,13
Morgan County,week 1,0
Morgan County,week 2,0
Morgan County,week 3,0
Morgan County,week 4,0
Morgan County,week 5,0
Morgan County,week 6,0
Morgan County,week 7,0
Morgan County,week 8,0
Morgan County,week 9,0
Morgan County,week 10,0
Morgan County,week 11,0
Morgan County,week 12,0
Morgan County,week 13,13
Morgan County,week 14,75
Morgan County,week 15,130
Morgan County,week 16,153
Morgan County,week 17,205
Morgan County,week 18,280
Morgan County,week 19,298
Morgan County,week 20,315
Morgan County,week 21,315
Morgan County,week 22,321
Morgan County,week 23,322
Morgan County,week 24,322
Morgan County,week 25,322
Morgan County,week 26,322
Morgan County,week 27,322
Morgan County,week 28,322
Morgan County,week 29,322
Morgan County,week 30,328
Morgan County,week 31,329
Morgan County,week 32,335
Morgan County,week 33,336
Morgan County,week 34,336
Morgan County,week 35,48
Otero County,week 1,0
Otero County,week 2,0
Otero County,week 3,0
Otero County,week 4,0
Otero County,week 5,0
Otero County,week 6,0
Otero County,week 7,0
Otero County,week 8,0
Otero County,week 9,0
Otero County,week 10,0
Otero County,week 11,0
Otero County,week 12,0
Otero County,week 13,0
Otero County,week 14,5
Otero County,week 15,7
Otero County,week 16,7
Otero County,week 17,7
Otero County,week 18,7
Otero County,week 19,7
Otero County,week 20,7
Otero County,week 21,7
Otero County,week 22,7
Otero County,week 23,7
Otero County,week 24,7
Otero County,week 25,7
Otero County,week 26,7
Otero County,week 27,18
Otero County,week 28,37
Otero County,week 29,42
Otero County,week 30,42
Otero County,week 31,42
Otero County,week 32,42
Otero County,week 33,42
Otero County,week 34,42
Otero County,week 35,6
Ouray County,week 1,0
Ouray County,week 2,0
Ouray County,week 3,0
Ouray County,week 4,0
Ouray County,week 5,0
Ouray County,week 6,0
Ouray County,week 7,0
Ouray County,week 8,0
Ouray County,week 9,0
Ouray County,week 10,0
Ouray County,week 11,0
Ouray County,week 12,6
Ouray County,week 13,7
Ouray County,week 14,7
Ouray County,week 15,7
Ouray County,week 16,7
Ouray County,week 17,7
Ouray County,week 18,7
Ouray County,week 19,7
Ouray County,week 20,7
Ouray County,week 21,7
Ouray County,week 22,7
Ouray County,week 23,7
Ouray County,week 24,7
Ouray County,week 25,7
Ouray County,week 26,7
Ouray County,week 27,7
Ouray County,week 28,7
Ouray County,week 29,7
Ouray County,week 30,7
Ouray County,week 31,7
Ouray County,week 32,7
Ouray County,week 33,7
Ouray County,week 34,7
Ouray County,week 35,1
Park County,week 1,0
Park County,week 2,0
Park County,week 3,0
Park County,week 4,0
Park County,week 5,0
Park County,week 6,0
Park County,week 7,0
Park County,week 8,0
Park County,week 9,0
Park County,week 10,0
Park County,week 11,0
Park County,week 12,0
Park County,week 13,0
Park County,week 14,0
Park County,week 15,0
Park County,week 16,0
Park County,week 17,0
Park County,week 18,0
Park County,week 19,0
Park County,week 20,0
Park County,week 21,0
Park County,week 22,0
Park County,week 23,0
Park County,week 24,0
Park County,week 25,0
Park County,week 26,5
Park County,week 27,7
Park County,week 28,7
Park County,week 29,7
Park County,week 30,7
Park County,week 31,7
Park County,week 32,7
Park County,week 33,7
Park County,week 34,7
Park County,week 35,1
Phillips County,week 1,0
Phillips County,week 2,0
Phillips County,week 3,0
Phillips County,week 4,0
Phillips County,week 5,0
Phillips County,week 6,0
Phillips County,week 7,0
Phillips County,week 8,0
Phillips County,week 9,0
Phillips County,week 10,0
Phillips County,week 11,0
Phillips County,week 12,0
Phillips County,week 13,0
Phillips County,week 14,0
Phillips County,week 15,0
Phillips County,week 16,0
Phillips County,week 17,0
Phillips County,week 18,0
Phillips County,week 19,0
Phillips County,week 20,0
Phillips County,week 21,0
Phillips County,week 22,0
Phillips County,week 23,0
Phillips County,week 24,0
Phillips County,week 25,0
Phillips County,week 26,0
Phillips County,week 27,0
Phillips County,week 28,0
Phillips County,week 29,0
Phillips County,week 30,0
Phillips County,week 31,0
Phillips County,week 32,0
Phillips County,week 33,0
Phillips County,week 34,0
Phillips County,week 35,0
Pitkin County,week 1,0
Pitkin County,week 2,0
Pitkin County,week 3,0
Pitkin County,week 4,0
Pitkin County,week 5,0
Pitkin County,week 6,0
Pitkin County,week 7,0
Pitkin County,week 8,0
Pitkin County,week 9,0
Pitkin County,week 10,8
Pitkin County,week 11,14
Pitkin County,week 12,14
Pitkin County,week 13,14
Pitkin County,week 14,14
Pitkin County,week 15,14
Pitkin County,week 16,14
Pitkin County,week 17,14
Pitkin County,week 18,14
Pitkin County,week 19,14
Pitkin County,week 20,14
Pitkin County,week 21,14
Pitkin County,week 22,14
Pitkin County,week 23,14
Pitkin County,week 24,14
Pitkin County,week 25,14
Pitkin County,week 26,14
Pitkin County,week 27,14
Pitkin County,week 28,14
Pitkin County,week 29,14
Pitkin County,week 30,14
Pitkin County,week 31,14
Pitkin County,week 32,14
Pitkin County,week 33,14
Pitkin County,week 34,14
Pitkin County,week 35,2
Prowers County,week 1,0
Prowers County,week 2,0
Prowers County,week 3,0
Prowers County,week 4,0
Prowers County,week 5,0
Prowers County,week 6,0
Prowers County,week 7,0
Prowers County,week 8,0
Prowers County,week 9,0
Prowers County,week 10,0
Prowers County,week 11,0
Prowers County,week 12,0
Prowers County,week 13,0
Prowers County,week 14,0
Prowers County,week 15,0
Prowers County,week 16,0
Prowers County,week 17,0
Prowers County,week 18,0
Prowers County,week 19,0
Prowers County,week 20,0
Prowers County,week 21,0
Prowers County,week 22,0
Prowers County,week 23,0
Prowers County,week 24,0
Prowers County,week 25,0
Prowers County,week 26,0
Prowers County,week 27,0
Prowers County,week 28,0
Prowers County,week 29,0
Prowers County,week 30,0
Prowers County,week 31,0
Prowers County,week 32,0
Prowers County,week 33,0
Prowers County,week 34,0
Prowers County,week 35,0
Pueblo County,week 1,0
Pueblo County,week 2,0
Pueblo County,week 3,0
Pueblo County,week 4,0
Pueblo County,week 5,0
Pueblo County,week 6,0
Pueblo County,week 7,0
Pueblo County,week 8,0
Pueblo County,week 9,0
Pueblo County,week 10,7
Pueblo County,week 11,14
Pueblo County,week 12,19
Pueblo County,week 13,40
Pueblo County,week 14,59
Pueblo County,week 15,72
Pueblo County,week 16,83
Pueblo County,week 17,92
Pueblo County,week 18,98
Pueblo County,week 19,114
Pueblo County,week 20,127
Pueblo County,week 21,150
Pueblo County,week 22,165
Pueblo County,week 23,192
Pueblo County,week 24,210
Pueblo County,week 25,216
Pueblo County,week 26,225
Pueblo County,week 27,233
Pueblo County,week 28,238
Pueblo County,week 29,238
Pueblo County,week 30,238
Pueblo County,week 31,238
Pueblo County,week 32,238
Pueblo County,week 33,238
Pueblo County,week 34,238
Pueblo County,week 35,34
Rio Blanco County,week 1,0
Rio Blanco County,week 2,0
Rio Blanco County,week 3,0
Rio Blanco County,week 4,0
Rio Blanco County,week 5,0
Rio Blanco County,week 6,0
Rio Blanco County,week 7,0
Rio Blanco County,week 8,0
Rio Blanco County,week 9,0
Rio Blanco County,week 10,0
Rio Blanco County,week 11,0
Rio Blanco County,week 12,0
Rio Blanco County,week 13,0
Rio Blanco County,week 14,0
Rio Blanco County,week 15,0
Rio Blanco County,week 16,0
Rio Blanco County,week 17,0
Rio Blanco County,week 18,0
Rio Blanco County,week 19,0
Rio Blanco County,week 20,0
Rio Blanco County,week 21,0
Rio Blanco County,week 22,0
Rio Blanco County,week 23,0
Rio Blanco County,week 24,0
Rio Blanco County,week 25,0
Rio Blanco County,week 26,0
Rio Blanco County,week 27,0
Rio Blanco County,week 28,0
Rio Blanco County,week 29,0
Rio Blanco County,week 30,0
Rio Blanco County,week 31,0
Rio Blanco County,week 32,0
Rio Blanco County,week 33,0
Rio Blanco County,week 34,0
Rio Blanco County,week 35,0
Rio Grande County,week 1,0
Rio Grande County,week 2,0
Rio Grande County,week 3,0
Rio Grande County,week 4,0
Rio Grande County,week 5,0
Rio Grande County,week 6,0
Rio Grande County,week 7,0
Rio Grande County,week 8,0
Rio Grande County,week 9,0
Rio Grande County,week 10,0
Rio Grande County,week 11,0
Rio Grande County,week 12,0
Rio Grande County,week 13,0
Rio Grande County,week 14,0
Rio Grande County,week 15,0
Rio Grande County,week 16,0
Rio Grande County,week 17,0
Rio Grande County,week 18,0
Rio Grande County,week 19,0
Rio Grande County,week 20,0
Rio Grande County,week 21,0
Rio Grande County,week 22,4
Rio Grande County,week 23,13
Rio Grande County,week 24,14
Rio Grande County,week 25,14
Rio Grande County,week 26,14
Rio Grande County,week 27,14
Rio Grande County,week 28,14
Rio Grande County,week 29,14
Rio Grande County,week 30,14
Rio Grande County,week 31,14
Rio Grande County,week 32,14
Rio Grande County,week 33,14
Rio Grande County,week 34,14
Rio Grande County,week 35,2
Routt County,week 1,0
Routt County,week 2,0
Routt County,week 3,0
Routt County,week 4,0
Routt County,week 5,0
Routt County,week 6,0
Routt County,week 7,0
Routt County,week 8,0
Routt County,week 9,0
Routt County,week 10,0
Routt County,week 11,0
Routt County,week 12,0
Routt County,week 13,11
Routt County,week 14,24
Routt County,week 15,35
Routt County,week 16,42
Routt County,week 17,42
Routt County,week 18,42
Routt County,week 19,42
Routt County,week 20,42
Routt County,week 21,42
Routt County,week 22,42
Routt County,week 23,42
Routt County,week 24,42
Routt County,week 25,42
Routt County,week 26,42
Routt County,week 27,42
Routt County,week 28,42
Routt County,week 29,49
Routt County,week 30,56
Routt County,week 31,56
Routt County,week 32,56
Routt County,week 33,56
Routt County,week 34,56
Routt County,week 35,8
Saguache County,week 1,0
Saguache County,week 2,0
Saguache County,week 3,0
Saguache County,week 4,0
Saguache County,week 5,0
Saguache County,week 6,0
Saguache County,week 7,0
Saguache County,week 8,0
Saguache County,week 9,0
Saguache County,week 10,0
Saguache County,week 11,0
Saguache County,week 12,0
Saguache County,week 13,0
Saguache County,week 14,0
Saguache County,week 15,0
Saguache County,week 16,0
Saguache County,week 17,0
Saguache County,week 18,0
Saguache County,week 19,7
Saguache County,week 20,9
Saguache County,week 21,14
Saguache County,week 22,14
Saguache County,week 23,14
Saguache County,week 24,14
Saguache County,week 25,14
Saguache County,week 26,14
Saguache County,week 27,14
Saguache County,week 28,14
Saguache County,week 29,14
Saguache County,week 30,14
Saguache County,week 31,14
Saguache County,week 32,14
Saguache County,week 33,14
Saguache County,week 34,14
Saguache County,week 35,2
San Juan County,week 1,0
San Juan County,week 2,0
San Juan County,week 3,0
San Juan County,week 4,0
San Juan County,week 5,0
San Juan County,week 6,0
San Juan County,week 7,0
San Juan County,week 8,0
San Juan County,week 9,0
San Juan County,week 10,0
San Juan County,week 11,0
San Juan County,week 12,0
San Juan County,week 13,0
San Juan County,week 14,0
San Juan County,week 15,0
San Juan County,week 16,0
San Juan County,week 17,0
San Juan County,week 18,0
San Juan County,week 19,0
San Juan County,week 20,0
San Juan County,week 21,0
San Juan County,week 22,0
San Juan County,week 23,0
San Juan County,week 24,0
San Juan County,week 25,0
San Juan County,week 26,0
San Juan County,week 27,0
San Juan County,week 28,0
San Juan County,week 29,0
San Juan County,week 30,0
San Juan County,week 31,0
San Juan County,week 32,0
San Juan County,week 33,0
San Juan County,week 34,0
San Juan County,week 35,0
San Miguel County,week 1,0
San Miguel County,week 2,0
San Miguel County,week 3,0
San Miguel County,week 4,0
San Miguel County,week 5,0
San Miguel County,week 6,0
San Miguel County,week 7,0
San Miguel County,week 8,0
San Miguel County,week 9,0
San Miguel County,week 10,0
San Miguel County,week 11,0
San Miguel County,week 12,0
San Miguel County,week 13,0
San Miguel County,week 14,0
San Miguel County,week 15,0
San Miguel County,week 16,0
San Miguel County,week 17,0
San Miguel County,week 18,0
San Miguel County,week 19,0
San Miguel County,week 20,0
San Miguel County,week 21,0
San Miguel County,week 22,0
San Miguel County,week 23,0
San Miguel County,week 24,0
San Miguel County,week 25,0
San Miguel County,week 26,0
San Miguel County,week 27,0
San Miguel County,week 28,0
San Miguel County,week 29,0
San Miguel County,week 30,0
San Miguel County,week 31,0
San Miguel County,week 32,0
San Miguel County,week 33,0
San Miguel County,week 34,0
San Miguel County,week 35,0
Sedgwick County,week 1,0
Sedgwick County,week 2,0
Sedgwick County,week 3,0
Sedgwick County,week 4,0
Sedgwick County,week 5,0
Sedgwick County,week 6,0
Sedgwick County,week 7,0
Sedgwick County,week 8,0
Sedgwick County,week 9,0
Sedgwick County,week 10,0
Sedgwick County,week 11,0
Sedgwick County,week 12,0
Sedgwick County,week 13,0
Sedgwick County,week 14,0
Sedgwick County,week 15,0
Sedgwick County,week 16,0
Sedgwick County,week 17,0
Sedgwick County,week 18,0
Sedgwick County,week 19,0
Sedgwick County,week 20,0
Sedgwick County,week 21,0
Sedgwick County,week 22,0
Sedgwick County,week 23,0
Sedgwick County,week 24,0
Sedgwick County,week 25,0
Sedgwick County,week 26,0
Sedgwick County,week 27,0
Sedgwick County,week 28,7
Sedgwick County,week 29,7
Sedgwick County,week 30,7
Sedgwick County,week 31,7
Sedgwick County,week 32,7
Sedgwick County,week 33,7
Sedgwick County,week 34,7
Sedgwick County,week 35,1
Summit County,week 1,0
Summit County,week 2,0
Summit County,week 3,0
Summit County,week 4,0
Summit County,week 5,0
Summit County,week 6,0
Summit County,week 7,0
Summit County,week 8,0
Summit County,week 9,0
Summit County,week 10,0
Summit County,week 11,0
Summit County,week 12,3
Summit County,week 13,7
Summit County,week 14,7
Summit County,week 15,7
Summit County,week 16,7
Summit County,week 17,8
Summit County,week 18,14
Summit County,week 19,14
Summit County,week 20,14
Summit County,week 21,15
Summit County,week 22,21
Summit County,week 23,21
Summit County,week 24,26
Summit County,week 25,28
Summit County,week 26,28
Summit County,week 27,28
Summit County,week 28,28
Summit County,week 29,28
Summit County,week 30,28
Summit County,week 31,28
Summit County,week 32,28
Summit County,week 33,28
Summit County,week 34,28
Summit County,week 35,4
Teller County,week 1,0
Teller County,week 2,0
Teller County,week 3,0
Teller County,week 4,0
Teller County,week 5,0
Teller County,week 6,0
Teller County,week 7,0
Teller County,week 8,0
Teller County,week 9,0
Teller County,week 10,7
Teller County,week 11,7
Teller County,week 12,12
Teller County,week 13,14
Teller County,week 14,14
Teller County,week 15,14
Teller County,week 16,14
Teller County,week 17,14
Teller County,week 18,14
Teller County,week 19,14
Teller County,week 20,14
Teller County,week 21,14
Teller County,week 22,14
Teller County,week 23,14
Teller County,week 24,14
Teller County,week 25,14
Teller County,week 26,14
Teller County,week 27,14
Teller County,week 28,19
Teller County,week 29,21
Teller County,week 30,21
Teller County,week 31,21
Teller County,week 32,21
Teller County,week 33,28
Teller County,week 34,28
Teller County,week 35,4
Washington County,week 1,0
Washington County,week 2,0
Washington County,week 3,0
Washington County,week 4,0
Washington County,week 5,0
Washington County,week 6,0
Washington County,week 7,0
Washington County,week 8,0
Washington County,week 9,0
Washington County,week 10,0
Washington County,week 11,0
Washington County,week 12,0
Washington County,week 13,0
Washington County,week 14,0
Washington County,week 15,0
Washington County,week 16,0
Washington County,week 17,0
Washington County,week 18,0
Washington County,week 19,0
Washington County,week 20,0
Washington County,week 21,0
Washington County,week 22,0
Washington County,week 23,0
Washington County,week 24,0
Washington County,week 25,0
Washington County,week 26,0
Washington County,week 27,0
Washington County,week 28,0
Washington County,week 29,0
Washington County,week 30,0
Washington County,week 31,0
Washington County,week 32,0
Washington County,week 33,0
Washington County,week 34,0
Washington County,week 35,0
Weld County,week 1,0
Weld County,week 2,0
Weld County,week 3,0
Weld County,week 4,0
Weld County,week 5,0
Weld County,week 6,0
Weld County,week 7,0
Weld County,week 8,1
Weld County,week 9,10
Weld County,week 10,52
Weld County,week 11,144
Weld County,week 12,301
Weld County,week 13,440
Weld County,week 14,549
Weld County,week 15,697
Weld County,week 16,792
Weld County,week 17,853
Weld County,week 18,871
Weld County,week 19,913
Weld County,week 20,941
Weld County,week 21,951
Weld County,week 22,952
Weld County,week 23,954
Weld County,week 24,960
Weld County,week 25,966
Weld County,week 26,972
Weld County,week 27,973
Weld County,week 28,988
Weld County,week 29,1002
Weld County,week 30,1015
Weld County,week 31,1019
Weld County,week 32,1022
Weld County,week 33,1030
Weld County,week 34,1043
Weld County,week 35,149
Yuma County,week 1,0
Yuma County,week 2,0
Yuma County,week 3,0
Yuma County,week 4,0
Yuma County,week 5,0
Yuma County,week 6,0
Yuma County,week 7,0
Yuma County,week 8,0
Yuma County,week 9,0
Yuma County,week 10,0
Yuma County,week 11,0
Yuma County,week 12,0
Yuma County,week 13,0
Yuma County,week 14,0
Yuma County,week 15,0
Yuma County,week 16,0
Yuma County,week 17,0
Yuma County,week 18,0
Yuma County,week 19,0
Yuma County,week 20,0
Yuma County,week 21,0
Yuma County,week 22,0
Yuma County,week 23,0
Yuma County,week 24,0
Yuma County,week 25,0
Yuma County,week 26,0
Yuma County,week 27,0
Yuma County,week 28,0
Yuma County,week 29,0
Yuma County,week 30,0
Yuma County,week 31,0
Yuma County,week 32,0
Yuma County,week 33,0
Yuma County,week 34,0
Yuma County,week 35,0
